SIZE N COMPARISONS TIME
50000 0 686032 0.4700000000000273
50000 1 725552 0.4800000000000182
50000 2 758581 2.1200000000000045
50000 3 679278 0.4199999999999591
50000 4 728310 0.4399999999999409
50000 5 756020 1.92999999999995
50000 6 767798 0.4500000000000455
50000 7 748514 0.8899999999999864
50000 8 694171 1.0899999999999181
50000 9 728190 0.4600000000000364
50000 10 675010 1.8600000000000136
50000 11 738979 0.4499999999999318
50000 12 780846 0.4799999999999045
50000 13 676221 2.259999999999991
50000 14 862487 0.4799999999999045
50000 15 789640 0.4600000000000364
50000 16 726839 0.4599999999999227
50000 17 706732 1.7100000000000364
50000 18 732327 0.4500000000000455
50000 19 792500 0.4599999999999227
50000 20 736911 1.67999999999995
50000 21 732246 0.4700000000000273
50000 22 695993 0.44000000000005457
50000 23 658770 0.4500000000000455
50000 24 715171 2.240000000000009
50000 25 702470 0.44000000000005457
50000 26 821284 0.4900000000000091
50000 27 712415 0.42999999999995
50000 28 706159 2.2000000000000455
50000 29 655985 0.4499999999999318
50000 30 769032 0.4399999999999409
50000 31 679769 1.7900000000000773
50000 32 721350 0.4700000000000273
50000 33 773471 1.32000000000005
50000 34 717124 0.599999999999909
50000 35 703963 0.4399999999999409
50000 36 727122 1.9099999999999682
50000 37 744119 0.4399999999999409
50000 38 815363 0.4800000000000182
50000 39 714914 2.07000000000005
50000 40 816360 0.4800000000000182
50000 41 780644 0.4700000000000273
50000 42 748168 0.4900000000000091
50000 43 741273 2.0200000000000955
50000 44 794105 0.4800000000000182
50000 45 709973 0.4499999999999318
50000 46 664231 1.7799999999999727
50000 47 806054 0.4799999999999045
50000 48 712740 0.44000000000005457
50000 49 703812 2.1299999999999955
50000 50 747145 0.4800000000000182
50000 51 666380 0.4199999999999591
50000 52 777815 2.1100000000000136
50000 53 729510 0.4500000000000455
50000 54 705440 0.4399999999999409
50000 55 699637 2.019999999999982
50000 56 711855 0.4500000000000455
50000 57 733677 0.4700000000000273
50000 58 687483 1.6199999999998909
50000 59 741808 0.4600000000000364
50000 60 742915 1.2699999999999818
50000 61 683566 0.7300000000000182
50000 62 680401 0.44000000000005457
50000 63 692597 1.8400000000000318
50000 64 672044 0.4600000000000364
50000 65 699399 0.4600000000000364
50000 66 721132 2.230000000000018
50000 67 742992 0.4500000000000455
50000 68 713236 0.4600000000000364
50000 69 683381 0.4799999999997908
50000 70 766809 2.240000000000009
50000 71 697081 0.43000000000006366
50000 72 735418 0.4600000000000364
50000 73 694523 0.5699999999999363
50000 74 685587 1.4700000000000273
50000 75 900593 0.4900000000000091
50000 76 749674 0.4699999999997999
50000 77 734089 2.1699999999998454
50000 78 714171 0.44000000000005457
50000 79 776111 0.4700000000000273
50000 80 794839 0.4700000000000273
50000 81 778221 2.3199999999999363
50000 82 862112 0.4800000000000182
50000 83 712215 0.44000000000005457
50000 84 681376 1.8300000000001546
50000 85 708451 0.4499999999998181
50000 86 756114 0.6699999999998454
50000 87 732764 1.25
50000 88 786746 0.5399999999999636
50000 89 721857 0.4800000000000182
50000 90 694513 2.1700000000000728
50000 91 747325 0.4500000000000455
50000 92 707341 0.4500000000000455
50000 93 729289 2.240000000000009
50000 94 656360 0.4299999999998363
50000 95 711303 0.44000000000005457
50000 96 802723 2.2200000000000273
50000 97 697738 0.4500000000000455
50000 98 741877 0.44000000000005457
50000 99 734373 2.1299999999998818
