SIZE N COMPARISONS TIME
10000 0 120020 0.08000000000004093
10000 1 110037 0.09000000000003183
10000 2 121542 0.07999999999992724
10000 3 111110 0.07999999999992724
10000 4 127923 0.08000000000004093
10000 5 120532 0.08000000000004093
10000 6 125578 0.08000000000004093
10000 7 110934 0.07999999999992724
10000 8 132220 0.37999999999999545
10000 9 128294 0.38999999999998636
10000 10 113004 0.35000000000002274
10000 11 117530 0.37000000000000455
10000 12 146141 0.39999999999997726
10000 13 139189 0.08000000000004093
10000 14 120279 0.06999999999993634
10000 15 114962 0.07000000000005002
10000 16 110460 0.07000000000005002
10000 17 130992 0.07999999999992724
10000 18 134523 0.07999999999992724
10000 19 118501 0.07999999999992724
10000 20 120502 0.08000000000004093
10000 21 125229 0.08000000000004093
10000 22 126442 0.08000000000004093
10000 23 125442 0.07999999999992724
10000 24 124179 0.37999999999999545
10000 25 130555 0.39999999999997726
10000 26 127191 0.39999999999997726
10000 27 136121 0.40999999999996817
10000 28 120647 0.32000000000005
10000 29 133662 0.07000000000005002
10000 30 122397 0.08000000000004093
10000 31 123327 0.07999999999992724
10000 32 118059 0.08000000000004093
10000 33 112594 0.07000000000005002
10000 34 117773 0.06999999999993634
10000 35 145165 0.08999999999991815
10000 36 123727 0.08000000000004093
10000 37 109821 0.07000000000005002
10000 38 136456 0.09000000000003183
10000 39 128039 0.13999999999998636
10000 40 113187 0.37999999999999545
10000 41 122119 0.38999999999998636
10000 42 119191 0.37999999999999545
10000 43 114572 0.36000000000001364
10000 44 126947 0.11000000000001364
10000 45 120017 0.08000000000004093
10000 46 129355 0.07999999999992724
10000 47 115012 0.07999999999992724
10000 48 114204 0.08000000000004093
10000 49 130328 0.10000000000002274
10000 50 143188 0.09000000000003183
10000 51 112755 0.07999999999992724
10000 52 115438 0.07999999999992724
10000 53 119166 0.08000000000004093
10000 54 117251 0.08000000000004093
10000 55 138907 0.41000000000008185
10000 56 116161 0.44000000000005457
10000 57 125699 0.42999999999995
10000 58 116506 0.37999999999999545
10000 59 113169 0.37999999999999545
10000 60 114989 0.07999999999992724
10000 61 116954 0.08000000000004093
10000 62 111317 0.09000000000003183
10000 63 108969 0.08000000000004093
10000 64 118858 0.07999999999992724
10000 65 113451 0.07999999999992724
10000 66 113146 0.07000000000005002
10000 67 140532 0.09000000000003183
10000 68 132554 0.07999999999992724
10000 69 118140 0.07999999999992724
10000 70 129326 0.08000000000004093
10000 71 113403 0.38000000000010914
10000 72 119516 0.36000000000001364
10000 73 134287 0.4199999999999591
10000 74 117354 0.37000000000000455
10000 75 110133 0.16000000000008185
10000 76 119528 0.07999999999992724
10000 77 125573 0.07999999999992724
10000 78 124038 0.09000000000003183
10000 79 121177 0.08000000000004093
10000 80 134433 0.08000000000004093
10000 81 114834 0.08999999999991815
10000 82 125901 0.07999999999992724
10000 83 120451 0.08000000000004093
10000 84 120428 0.08000000000004093
10000 85 118555 0.08999999999991815
10000 86 114414 0.32999999999992724
10000 87 113031 0.39999999999997726
10000 88 123560 0.4199999999999591
10000 89 117278 0.35999999999989996
10000 90 121638 0.37000000000000455
10000 91 120679 0.08000000000004093
10000 92 123217 0.08000000000004093
10000 93 119676 0.09000000000003183
10000 94 120223 0.07999999999992724
10000 95 119730 0.07999999999992724
10000 96 113959 0.08000000000004093
10000 97 114194 0.08000000000004093
10000 98 108932 0.08000000000004093
10000 99 112066 0.07999999999992724
