SIZE N COMPARISONS TIME
10000 0 129819 0.13999999999998636
10000 1 120185 0.13999999999998636
10000 2 131494 0.12000000000000455
10000 3 121150 0.13000000000010914
10000 4 138085 0.13999999999998636
10000 5 130514 0.13999999999998636
10000 6 135513 0.12999999999999545
10000 7 120913 0.12999999999999545
10000 8 142011 0.20000000000004547
10000 9 138386 0.6600000000000819
10000 10 123023 0.6200000000000045
10000 11 127534 0.6299999999999955
10000 12 156036 0.6900000000000546
10000 13 148980 0.32000000000005
10000 14 129916 0.12999999999999545
10000 15 125245 0.12999999999999545
10000 16 120581 0.12000000000000455
10000 17 141041 0.12999999999999545
10000 18 144434 0.15000000000009095
10000 19 128402 0.12999999999999545
10000 20 130547 0.12999999999999545
10000 21 135189 0.12999999999999545
10000 22 136567 0.14999999999997726
10000 23 135423 0.12999999999999545
10000 24 134398 0.38999999999998636
10000 25 140458 0.6399999999999864
10000 26 137205 0.650000000000091
10000 27 146077 0.6499999999999773
10000 28 130615 0.6399999999999864
10000 29 143858 0.12999999999999545
10000 30 132360 0.12000000000000455
10000 31 133200 0.13999999999998636
10000 32 128291 0.12999999999999545
10000 33 122663 0.12999999999999545
10000 34 127936 0.12999999999999545
10000 35 155175 0.12999999999999545
10000 36 133840 0.12000000000000455
10000 37 120039 0.12999999999999545
10000 38 146453 0.13999999999998636
10000 39 138101 0.12999999999999545
10000 40 123115 0.6200000000000045
10000 41 132036 0.6499999999999773
10000 42 129184 0.6299999999999955
10000 43 124513 0.6200000000000045
10000 44 136986 0.6600000000000819
10000 45 130356 0.12999999999999545
10000 46 139430 0.12999999999999545
10000 47 125111 0.12999999999999545
10000 48 124177 0.12999999999999545
10000 49 140286 0.13999999999998636
10000 50 153300 0.14999999999997726
10000 51 122620 0.12999999999999545
10000 52 125361 0.12000000000000455
10000 53 129218 0.12999999999999545
10000 54 127471 0.13999999999998636
10000 55 148973 0.16999999999995907
10000 56 126407 0.6599999999999682
10000 57 135522 0.67999999999995
10000 58 126450 0.6100000000000136
10000 59 123230 0.6100000000000136
10000 60 124778 0.2599999999999909
10000 61 127010 0.12999999999999545
10000 62 121636 0.12999999999999545
10000 63 118891 0.12999999999999545
10000 64 128622 0.12999999999999545
10000 65 123378 0.12999999999999545
10000 66 123176 0.12999999999999545
10000 67 150405 0.12999999999999545
10000 68 142572 0.12999999999999545
10000 69 128300 0.14000000000010004
10000 70 139350 0.12999999999999545
10000 71 123630 0.5199999999999818
10000 72 129553 0.6499999999999773
10000 73 144509 0.6699999999999591
10000 74 127443 0.6399999999999864
10000 75 120262 0.6699999999999591
10000 76 129653 0.12999999999999545
10000 77 135512 0.12999999999999545
10000 78 134097 0.12999999999999545
10000 79 130951 0.12000000000000455
10000 80 144653 0.12999999999999545
10000 81 124757 0.13999999999998636
10000 82 135869 0.12999999999999545
10000 83 130267 0.12999999999999545
10000 84 130438 0.12999999999999545
10000 85 128545 0.13999999999998636
10000 86 124390 0.14000000000010004
10000 87 123127 0.6399999999999864
10000 88 133782 0.6899999999999409
10000 89 127212 0.6399999999999864
10000 90 131600 0.6399999999999864
10000 91 130670 0.4199999999999591
10000 92 133149 0.12999999999999545
10000 93 129791 0.12999999999999545
10000 94 130317 0.13999999999998636
10000 95 129619 0.12999999999999545
10000 96 123633 0.12999999999999545
10000 97 124004 0.12000000000000455
10000 98 119078 0.14999999999997726
10000 99 122071 0.12999999999999545
