SIZE N COMPARISONS TIME SWAPS
50000 0 45157866 29.519999999999982 250
50000 1 38780750 28.25 250
50000 2 13331176 8.75 250
50000 3 9087064 6.849999999999966 250
50000 4 6466028 6.169999999999959 250
50000 5 5883579 5.979999999999961 250
50000 6 5475150 5.839999999999975 250
50000 7 5189973 5.220000000000027 250
50000 8 4653964 5.28000000000003 250
50000 9 4361167 4.480000000000018 250
50000 10 4231130 3.180000000000007 250
50000 11 3866059 1.410000000000025 250
50000 12 3708675 1.3500000000000227 250
50000 13 3151302 2.019999999999982 250
50000 14 3123353 4.159999999999968 250
50000 15 3063020 1.1800000000000068 250
50000 16 2819180 1.5 250
50000 17 2775507 5.069999999999993 250
50000 18 2741927 1.0299999999999727 250
50000 19 2333059 1.4800000000000182 250
50000 20 2297433 4.069999999999993 250
50000 21 2267926 1.0399999999999636 250
50000 22 2233731 2.3799999999999955 250
50000 23 2198225 0.9499999999999886 250
50000 24 2156791 3.910000000000025 250
50000 25 2131749 0.9699999999999704 250
50000 26 2126312 4.539999999999964 250
50000 27 2096669 0.8500000000000227 250
50000 28 1992791 3.7100000000000364 250
50000 29 1976600 0.7899999999999636 250
50000 30 1967915 3.5299999999999727 250
50000 31 1919383 0.75 250
50000 32 1898889 2.7100000000000364 250
50000 33 1888474 0.7400000000000091 250
50000 34 1872488 1.1200000000000045 250
50000 35 1858978 1.3600000000000136 250
50000 36 1849924 0.7400000000000091 250
50000 37 1828495 2.9600000000000364 250
50000 38 1745424 0.7000000000000455 250
50000 39 1733450 2.740000000000009 250
50000 40 1718257 0.7200000000000273 250
50000 41 1716057 0.7000000000000455 250
50000 42 1702724 2.0499999999999545 250
50000 43 1696103 0.67999999999995 250
50000 44 1684126 3.0 250
50000 45 1666825 0.6600000000000819 250
50000 46 1654913 0.6499999999999773 250
50000 47 1648805 2.2100000000000364 250
50000 48 1642144 0.6599999999999682 250
50000 49 1625987 2.3799999999999955 250
50000 50 1600500 0.6299999999999955 250
50000 51 1589783 0.6299999999999955 250
50000 52 1577904 2.8299999999999272 250
50000 53 1571135 0.6299999999999955 250
50000 54 1569921 0.6599999999999682 250
50000 55 1759050 2.269999999999982 250
50000 56 1705656 0.6899999999999409 250
50000 57 1694103 3.0699999999999363 250
50000 58 1695167 0.6699999999999591 250
50000 59 1689846 1.4400000000000546 250
50000 60 1683111 1.2200000000000273 250
50000 61 1678428 0.6800000000000637 250
50000 62 1689073 3.1000000000000227 250
50000 63 1684263 0.6800000000000637 250
50000 64 1688478 1.6399999999999864 250
50000 65 1683156 1.0 250
50000 66 1677021 0.67999999999995 250
50000 67 1670272 0.6800000000000637 250
50000 68 1662950 2.090000000000032 250
50000 69 1643949 0.6700000000000728 250
50000 70 1635779 0.67999999999995 250
50000 71 1708686 3.189999999999941 250
50000 72 1699993 0.6999999999999318 250
50000 73 1689939 0.7000000000000455 250
50000 74 1680787 3.0399999999999636 250
50000 75 1676015 0.6899999999999409 250
50000 76 1667245 0.6800000000000637 250
50000 77 1662463 2.490000000000009 250
50000 78 1664655 0.6800000000000637 250
50000 79 1652394 0.6699999999999591 250
50000 80 1530687 1.009999999999991 250
50000 81 1532026 1.740000000000009 250
50000 82 1449747 0.6000000000000227 250
50000 83 1444410 0.5900000000000318 250
50000 84 1437892 2.6700000000000728 250
50000 85 1404476 0.6100000000000136 250
50000 86 1398655 0.6000000000000227 250
50000 87 1394961 0.6100000000000136 250
50000 88 1332166 2.5699999999999363 250
50000 89 1283274 0.5500000000000682 250
50000 90 1289826 0.5499999999999545 250
50000 91 1276069 0.6100000000000136 250
50000 92 1266303 2.240000000000009 250
50000 93 1263181 0.5400000000000773 250
50000 94 1258834 0.5399999999999636 250
50000 95 1254271 0.6499999999999773 250
50000 96 1249407 2.240000000000009 250
50000 97 1247896 0.5299999999999727 250
50000 98 1242184 0.5299999999999727 250
50000 99 1236238 2.409999999999968 250
